file,d2,d1,a,b,baud,delta_fsk,file_delay_s,bit_reliability,dis_metric,etx,misses,avg_rssi,ecc,fec,retransmission,samples,error
20_2_54_52_42k_fec_rtx.txt,20,2,54,52,42000,44.51566951566943,0,0,0,0,0,0,False,True,True,1,True
50_5_54_52_42k_fec_rtx.txt,50,5,54,52,42000,44.51566951566943,0,0,0,0,0,0,False,True,True,1,True
900_5_54_52_42k_fec_rtx.txt,900,5,54,52,42000,44.51566951566943,0,0,0,0,0,0,False,True,True,1,True
50_5_54_52_42k_rtx.txt,50,5,54,52,42000,44.51566951566943,0,0,0,0,0,0,False,False,False,1,True
400_5_54_52_42k_fec_rtx.txt,400,5,54,52,42000,44.51566951566943,0,0,0,0,0,0,False,True,True,1,True
