file,d2,d1,a,b,baud,delta_fsk,file_delay_s,bit_reliability,dis_metric,etx,misses,avg_rssi,ecc,fec,retransmission,samples,error
50_5_54_52_42k_fec.txt,50,5,54,52,42000,44.51566951566943,35.311,99.69573024740622,0.0006250000000000001,1.0026,0.0,-81.8592,False,True,False,1,False
400_5_54_52_42k_fec.txt,400,5,54,52,42000,44.51566951566943,35.384,94.17549167927383,0.04000000000000001,1.0578,0.0,-86.4706,False,True,False,1,False
