file,d2,d1,a,b,baud,delta_fsk,file_delay_s,bit_reliability,dis_metric,etx,avg_rssi,ecc,samples,error
100_5_56_54_96k_ecc.txt,100,5,56,54,96000,41.335978835978835,66.911,84.97142147117296,0.0025000000000000005,1.006,-87.956,True,1,False
