file,d2,d1,a,b,baud,delta_fsk,delta_f,file_delay_s,bit_reliability,dis_metric,etx,avg_rssi,ecc,samples,error
400_5_54_52_42k.txt,400,5,54,52,42000,44.51566951566943,2.359330484330484,55.448,50.2400944534975,0.04000000000000001,1.1132,-82.7714,False,1,False
400_5_60_58_34k_ecc.txt,400,5,60,58,34000,35.91954022988509,2.1192528735632186,112.958,26.109188571961226,0.04000000000000001,3.2376,-90.2684,True,1,False
400_5_60_58_34k.txt,400,5,60,58,34000,35.91954022988509,2.1192528735632186,55.466,55.43184464404525,0.04000000000000001,1.0206,-84.378,False,1,False
400_5_54_52_42k_ecc.txt,400,5,54,52,42000,44.51566951566943,2.359330484330484,55.994,67.9708708175505,0.04000000000000001,1.281,-86.1174,True,1,False
