file,d2,d1,a,b,baud,delta_fsk,file_delay_s,bit_reliability,dis_metric,etx,avg_rssi,samples,error
50_10_26_24_100k.txt,50,10,26,24,100000,200.32051282051276,11.259,97.37274220032842,0.0025000000000000005,1.485,-87.58,1,False
500_10_26_24_100k.txt,500,10,26,24,100000,200.32051282051276,46.939,0.5696457326892057,0.25000000000000006,109.54545454545455,-100.18181818181819,1,False
400_10_26_24_100k.txt,400,10,26,24,100000,200.32051282051276,5.203,1.1635638297872286,0.16000000000000003,97.0,-98.0,1,False
300_10_26_24_100k.txt,300,10,26,24,100000,200.32051282051276,9.908,0.6964990138067062,0.09000000000000002,171.5,-101.5,1,False
100_10_26_24_100k.txt,100,10,26,24,100000,200.32051282051276,11.344,96.95121951219512,0.010000000000000002,1.615,-92.205,1,False
