file,d2,d1,a,b,baud,delta_fsk,file_delay_s,bit_reliability,dis_metric,misses,rtx_corrections,total_tx_packets,avg_rssi,etx,ecc,fec,retransmission,compression,samples,error
700_5_54_52_42k.txt,700,5,54,52,42000,44.51566951566943,42.466,20.248865198206023,0.12250000000000003,5849.0,0.0,9217.0,-89.6149560117302,2.7029325513196483,False,False,False,False,1,False
700_5_54_52_42k_fec.txt,700,5,54,52,42000,44.51566951566943,19.366,56.65236051502146,0.12250000000000003,1886.0,0.0,4428.0,-91.80546875,1.7296875,False,True,False,False,1,False
700_5_54_52_42k_fec_rtx.txt,700,5,54,52,42000,44.51566951566943,20.387,76.90767781441356,0.12250000000000003,445.0,444.0,2124.0,-89.483984375,1.5910112359550561,False,True,True,False,1,False
4000_5_54_52_42k_fec.txt,4000,5,54,52,42000,44.51566951566943,23.638,21.269482819695362,4.000000000000001,8774.0,0.0,11293.0,-101.616796875,4.411328125,False,True,False,False,1,False
700_5_54_52_42k_fec_rtx_compression.txt,700,5,54,52,42000,44.51566951566943,18.048,100.0,0.12250000000000003,0.0,548.0,1294.0,-88.848046875,1.0062208398133747,False,True,True,True,1,False
4000_5_54_52_42k_fec_rtx.txt,4000,5,54,52,42000,44.51566951566943,19.083,90.1801535735381,4.000000000000001,159.0,484.0,1694.0,-99.2734375,1.2594795539033456,False,True,True,False,1,False
4000_5_54_52_42k_fec_rtx_compression.txt,4000,5,54,52,42000,44.51566951566943,19.439,50.514440433213004,4.000000000000001,979.0,1117.0,2771.0,-102.253125,2.00506512301013,False,True,True,True,1,False
4000_5_54_52_42k.txt,4000,5,54,52,42000,44.51566951566943,31.427,16.49508214440121,4.000000000000001,5960.0,0.0,8482.0,-101.337109375,3.31328125,False,False,False,False,1,False
